Fecha Transferencia,Fecha Producción,Fecha Descongelamiento,Línea celular,Tipo celular,Días de cultivo celular,% Confluencia,Cantidad de Pasajes bool,Cantidad de Pasajes numeric,"Tiempo con bajo suero (DMEM 0,5% SFB) en horas",Origen,% Maduración,Calidad,% Clivaje,Medio Placas del día,Día cambio de medio,Día de evolución,Grado embrionario,Fragmentación celular,ø Eje menor,ø Eje mayor,Tipo de ovocito,Tipo embrión,Yegua receptora N°,Días post-ovulación,Preñez
15/12/2023,6/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,6,100,0,5,24,Local,39.61,Sin observaciones,29.03,F12,5,D9,III,Sí,686.5,749,Con ZP,Fresco,404,5,Sin éxito
15/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D8,II,No,852.6,861.5,Con ZP,Fresco,704,5,Exitosa
15/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D8,III,Sí,586,705.8,Con ZP,Fresco,577,5,Sin éxito
15/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D8,II,No,822.7,824,Con ZP,Fresco,359 LV,5,Sin éxito
15/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D8,III,Sí,560.3,593.6,Con ZP,Fresco,54,5,Sin éxito
15/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D8,II,No,820.1,821.3,Con ZP,Fresco,708,5,Sin éxito
15/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D8,III,Sí,703.8,725.9,Con ZP,Fresco,481 LV,5,Exitosa
19/12/2023,12/12/2023,6/12/2023,Soviética K265,MSC-E,6,100,0,1,24,Local,62,Sin observaciones,39.78,F12,6,D7,III,Sí,662.1,758,Con ZP,Fresco,365,5,Sin éxito
19/12/2023,12/12/2023,6/12/2023,Soviética K265,MSC-E,6,100,0,1,24,Local,62,Sin observaciones,39.78,F12,6,D7,II,No,780.8,816.6,Con ZP,Fresco,393,4,Exitosa
20/12/2023,13/12/2023,6/12/2023,Show Down K375,MSC-E,7,100,0,1,120,Local,63,Sin observaciones,36,F12,5,D7,III,Sí,687.8,734.9,Con ZP,Fresco,687,5,Sin éxito
20/12/2023,13/12/2023,6/12/2023,Show Down K375,MSC-E,7,100,0,1,120,Local,63,Sin observaciones,36,F12,5,D7,I,No,817.2,830.2,Con ZP,Fresco,437,5,Sin éxito
20/12/2023,13/12/2023,6/12/2023,Show Down K375,MSC-E,7,100,0,1,120,Local,63,Sin observaciones,36,F12,5,D7,II,Sí,802.2,814.3,Con ZP,Fresco,207 LV,5,Sin éxito
20/12/2023,12/12/2023,6/12/2023,E6 Emiratos K337,MSC-E,7,100,0,1,24,Extranjero,62,Sin observaciones,32.86,F12,6,D8,II,No,750.8,766.3,Con ZP,Fresco,699,5,Sin éxito
21/12/2023,14/12/2023,7/12/2023,Urraca K347,FB-E,7,95,0,3,72,Extranjero,54.71,Sin observaciones,51.76,F12,5,D7,II,No,545,581.1,Con ZP,Fresco,631,4,Sin éxito
21/12/2023,14/12/2023,7/12/2023,Urraca K347,FB-E,7,95,0,3,72,Extranjero,54.71,Sin observaciones,51.76,F12,5,D7,II,Sí,615.2,631,Con ZP,Fresco,552,4,Exitosa
21/12/2023,14/12/2023,7/12/2023,Urraca K347,FB-E,7,95,0,3,72,Extranjero,54.71,Sin observaciones,51.76,F12,5,D7,III,Sí,573.2,646.4,Con ZP,Fresco,1414,4,Sin éxito
21/12/2023,14/12/2023,7/12/2023,Urraca K347,FB-E,7,95,0,3,72,Extranjero,54.71,Sin observaciones,51.76,F12,5,D7,II,Sí,628.3,635.2,Con ZP,Fresco,180,4,Exitosa
21/12/2023,14/12/2023,7/12/2023,Urraca K347,FB-E,7,95,0,3,72,Extranjero,54.71,Sin observaciones,51.76,F12,5,D7,III,Sí,429.9,546.6,Con ZP,Fresco,332,4,Sin éxito
21/12/2023,14/12/2023,7/12/2023,Urraca K347,FB-E,7,95,0,3,72,Extranjero,54.71,Sin observaciones,51.76,F12,5,D7,II,Sí,670.3,709,Con ZP,Fresco,2,4,Exitosa
21/12/2023,14/12/2023,6/12/2023,Cornet Du Lys K414,FB-E,8,100,0,1,72,Extranjero,54.71,Sin observaciones,41.07,F12,5,D7,II,Sí,770.2,783.8,Con ZP,Fresco,261,4,Exitosa
21/12/2023,14/12/2023,6/12/2023,Cornet Du Lys K414,FB-E,8,100,0,1,72,Extranjero,54.71,Sin observaciones,41.07,F12,5,D7,III,Sí,722.6,775.5,Con ZP,Fresco,286,4,Sin éxito
21/12/2023,14/12/2023,6/12/2023,Cornet Du Lys K414,FB-E,8,100,0,1,72,Extranjero,54.71,Sin observaciones,41.07,F12,5,D7,II,Sí,712.2,746.6,Con ZP,Fresco,263,4,Sin éxito
21/12/2023,13/12/2023,6/12/2023,Show Down K375,MSC-E,7,100,0,1,120,Local,63,Sin observaciones,36,F12,5,D8,II,No,827,866.9,Con ZP,Fresco,243,5,Sin éxito
26/12/2023,19/12/2023,13/12/2023,Dolfina Música K416,MSC-E,6,100,0,1,72,Local,65.63,Sin observaciones,28,F12,6,D7,II,Sí,769.7,792.1,Con ZP,Fresco,1575,4,Sin éxito
26/12/2023,19/12/2023,13/12/2023,Dolfina Música K416,MSC-E,6,100,0,1,72,Local,65.63,Sin observaciones,28,F12,6,D7,III,No,716.4,734.9,Con ZP,Fresco,586 LV,5,Sin éxito
26/12/2023,19/12/2023,13/12/2023,Dolfina Música K416,MSC-E,6,100,0,1,72,Local,65.63,Sin observaciones,28,F12,6,D7,III,Sí,704.4,723.3,Con ZP,Fresco,750,4,Sin éxito
26/12/2023,19/12/2023,13/12/2023,Dolfina Música K416,MSC-E,6,100,0,1,72,Local,65.63,Sin observaciones,28,F12,6,D7,III,Sí,533.4,567.9,Con ZP,Fresco,351,5,Sin éxito
26/12/2023,19/12/2023,13/12/2023,Dolfina Música K416,MSC-E,6,100,0,1,72,Local,65.63,Sin observaciones,28,F12,6,D7,II,No,856.9,864.8,Con ZP,Fresco,302,5,Sin éxito
27/12/2023,19/12/2023,13/12/2023,Dolfina Música K416,MSC-E,6,100,0,1,72,Local,65.63,Sin observaciones,28,F12,6,D8,III,Sí,382.8,451.1,Con ZP,Fresco,623,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,No,735.5,737.1,Con ZP,Fresco,301,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,I,No,827.6,846.5,Con ZP,Fresco,565,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,No,754.1,763.5,Con ZP,Fresco,701,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,III,No,913.8,930,Con ZP,Fresco,639,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,No,806.8,815.8,Con ZP,Fresco,376,5,Exitosa
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,I,No,868.2,879.1,Con ZP,Fresco,533,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,No,917.1,964.4,Con ZP,Fresco,299,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,No,739,741,Con ZP,Fresco,232,5,Exitosa
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,Sí,646,677.2,Con ZP,Fresco,84,5,Sin éxito
27/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D7,II,Sí,709.9,782.9,Con ZP,Fresco,638,5,Exitosa
28/12/2023,20/12/2023,14/12/2023,C3 Dubai K188,MSC-E,6,100,0,3,48,Extranjero,59.17,Sin observaciones,33,F12,5,D8,III,Sí,671.5,709,Con ZP,Fresco,695,4,Sin éxito
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,I,No,884,946.5,Con ZP,Fresco,568,4,Exitosa
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,II,Sí,744.4,884.4,Con ZP,Fresco,606,4,Sin éxito
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,I,Sí,821.7,848.2,Con ZP,Fresco,257,4,Sin éxito
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,III,No,747.1,801.1,Con ZP,Fresco,146,4,Sin éxito
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,II,No,807,856.4,Con ZP,Fresco,727,4,Exitosa
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,II,Sí,690.8,751.7,Con ZP,Fresco,613,4,Exitosa
28/12/2023,20/12/2023,13/12/2023,A2 EMIRATOS K338,MSC-E,7,100,0,1,120,Extranjero,59.17,Sin observaciones,51,F12,5,D8,III,Sí,736.1,804.4,Con ZP,Fresco,492,5,Sin éxito
3/01/2024,27/12/2023,20/12/2023,Oki Doki K412,FB-E,7,100,1,1,48,Extranjero,53.25,Sin observaciones,44.71,F12,5,D7,III,No,,,Con ZP,Fresco,364,5,Exitosa
3/01/2024,27/12/2023,20/12/2023,Oki Doki K412,FB-E,7,100,1,1,48,Extranjero,53.25,Sin observaciones,44.71,F12,5,D7,II,No,,,Con ZP,Fresco,582,5,Sin éxito
3/01/2024,27/12/2023,20/12/2023,Oki Doki K412,FB-E,7,100,1,1,48,Extranjero,53.25,Sin observaciones,44.71,F12,5,D7,II,No,,,Con ZP,Fresco,431,5,Sin éxito
3/01/2024,27/12/2023,20/12/2023,Oki Doki K412,FB-E,7,100,1,1,48,Extranjero,53.25,Sin observaciones,44.71,F12,5,D7,II,No,,,Con ZP,Fresco,359 LV,5,Exitosa
3/01/2024,27/12/2023,21/12/2023,Ro Shy Dandy K401,MSC-E,6,100,0,1,48,Local,53.25,Sin observaciones,39.66,F12,5,D7,III,Sí,,,Con ZP,Fresco,235,5,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,III,No,,,Con ZP,Fresco,443,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,573,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,450,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,615,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,402,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,721,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,357,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,II,No,,,Con ZP,Fresco,337,4,Sin éxito
04/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D7,III,No,,,Con ZP,Fresco,460,4,Sin éxito
5/01/2024,27/12/2023,20/12/2023,Oki Doki K412,FB-E,7,100,1,1,48,Extranjero,56.5,Sin observaciones,44.71,F12,5,D9,III,No,,,Con ZP,Fresco,89,4,Exitosa
5/01/2024,28/12/2023,20/12/2023,Small Axe K335,MSC-E,8,100,1,1,72,Extranjero,56.5,Sin observaciones,49.22,F12,5,D8,III,No,,,Con ZP,Fresco,581,5,Sin éxito
07/02/2024,30/1/2024,25/1/2024,Cuartetera K230,MSC-E,5,100,0,1,24,Local,54.06,Sin observaciones,50,F12,6,D8,II,No,774.4,778.5,Con ZP,Fresco,404,5,Exitosa
07/02/2024,30/1/2024,25/1/2024,Cuartetera K230,MSC-E,5,100,0,1,24,Local,54.06,Sin observaciones,50,F12,6,D8,III,Sí,669.1,682,Con ZP,Fresco,698,5,Sin éxito
07/02/2024,31/1/2024,25/1/2024,C9 Emiratos K389,FB-E,6,100,0,2,48,Extranjero,49.71,Feos,42.02,F12,5,D7,II,No,880.4,896.9,Con ZP,Fresco,699,5,Sin éxito
07/02/2024,31/1/2024,25/1/2024,C9 Emiratos K389,FB-E,6,100,0,2,48,Extranjero,49.71,Feos,42.02,F12,5,D7,III,Sí,802,825.2,Con ZP,Fresco,75,5,Sin éxito
8/02/2024,31/1/2024,25/1/2024,C9 Emiratos K389,FB-E,6,100,0,2,48,Extranjero,49.71,Feos,42.02,F12,5,D8,III,Sí,669.94,714.3,Con ZP,Fresco,686,4,Sin éxito
8/02/2024,31/1/2024,25/1/2024,C9 Emiratos K389,FB-E,6,100,0,2,48,Extranjero,49.71,Feos,42.02,F12,5,D8,I,No,714.2,741.2,Con ZP,Fresco,391,4,Sin éxito
8/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D7,II,No,716.4,744,Con ZP,Fresco,508,4,Sin éxito
8/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D7,III,Sí,525.6,558.5,Con ZP,Fresco,407,4,Exitosa
8/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D7,III,No,698.6,733.8,Con ZP,Fresco,358,4,Sin éxito
8/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D7,III,No,663.3,726.4,Con ZP,Fresco,656,4,Sin éxito
8/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D7,III,Sí,628.4,640,Con ZP,Fresco,2731,4,Sin éxito
09/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D8,II,No,805.5,820.5,Con ZP,Fresco,242,5,Sin éxito
09/02/2024,1/2/2024,24/1/2024,S3 Dubai K290,MSC-E,8,85,0,2,24,Extranjero,64.41,Sin observaciones,54.02,F12,5,D8,III,Sí,698.6,775,Con ZP,Fresco,312,5,Sin éxito
13/02/2024,6/2/2024,1/2/2024,WILSON K359,MSC-E,5,100,0,1,96,Local,54.41,Sin observaciones,27.56,F12,6,D7,II,No,,,Con ZP,Fresco,352,5,Exitosa
13/02/2024,6/2/2024,1/2/2024,WILSON K359,MSC-E,5,100,0,1,96,Local,54.41,Sin observaciones,27.56,F12,6,D7,II,No,,,Con ZP,Fresco,631,4,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,776,870.5,Con ZP,Fresco,705,4,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,762,776,Con ZP,Fresco,302,4,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,790,793,Con ZP,Fresco,322,4,Sin éxito
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,856,863.6,Con ZP,Fresco,377,4,Sin éxito
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,849,875.1,Con ZP,Fresco,317,4,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,855.3,896.2,Con ZP,Fresco,502,4,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,798,806.2,Con ZP,Fresco,596,4,Sin éxito
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,III,No,588.8,691.6,Con ZP,Fresco,420 LV,4,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,II,No,796,837.4,Con ZP,Fresco,514,4,Sin éxito
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,III,Sí,673.3,764.4,Con ZP,Fresco,48,5,Exitosa
15/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D7,III,No,736.3,783,Con ZP,Fresco,612,5,Sin éxito
16/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D8,III,No,732.1,764.5,Con ZP,Fresco,420,5,Sin éxito
16/02/2024,8/2/2024,31/1/2024,Cuartetera K230,MSC-E,8,100,0,1,72,Local,65.35,Sin observaciones,45.61,F12,5,D8,III,Sí,544.9,608,Con ZP,Fresco,539,5,Exitosa
22/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D7,III,No,664.6,701.3,Con ZP,Fresco,465,4,Sin éxito
22/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D7,II,No,775.4,780.7,Con ZP,Fresco,600,5,Sin éxito
22/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D7,II,No,769.1,779.4,Con ZP,Fresco,296,4,Sin éxito
22/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D7,II,Sí,706,712.7,Con ZP,Fresco,409,5,Sin éxito
23/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D8,III,No,701.1,716.7,Con ZP,Fresco,739,5,Sin éxito
23/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D8,III,Sí,471.8,676.2,Con ZP,Fresco,332,5,Sin éxito
23/02/2024,15/2/2024,7/2/2024,C3 Dubai K188,MSC-E,8,100,0,4,72,Extranjero,66.29,Sin observaciones,38.94,F12,5,D8,III,Sí,524.4,533.7,Con ZP,Fresco,332,5,Sin éxito
27/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D7,II,No,819.1,835.5,Con ZP,Fresco,347,5,Exitosa
27/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D7,III,Sí,604.8,677.3,Con ZP,Fresco,337,4,Exitosa
27/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D7,III,Sí,484.1,570.3,Con ZP,Fresco,335,5,Exitosa
27/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D7,III,Sí,467.9,646.4,Con ZP,Fresco,517,4,Sin éxito
28/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D8,III,Sí,466.9,545.9,Con ZP,Fresco,652,5,Sin éxito
28/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D8,III,No,622.2,636,Con ZP,Fresco,242,5,Exitosa
28/02/2024,20/2/2024,14/2/2024,Quinta 027 K429,MSC-E,6,100,0,1,96,Local,56.76,Sin observaciones,53.27,F12,6,D8,III,Sí,491.8,554.9,Con ZP,Fresco,B98,5,Exitosa
05/03/2024,27/2/2024,22/2/2024,WILSON K359,MSC-E,5,100,0,1,96,Local,52.14,Sin observaciones,55.81,F12,6,D7,III,Sí,617.8,678.2,Con ZP,Fresco,358,5,Sin éxito
05/03/2024,27/2/2024,22/2/2024,WILSON K359,MSC-E,5,100,0,1,96,Local,52.14,Sin observaciones,55.81,F12,6,D7,III,Sí,609.3,699,Con ZP,Fresco,508,5,Sin éxito
06/03/2024,27/2/2024,22/2/2024,WILSON K359,MSC-E,5,100,0,1,96,Local,52.14,Sin observaciones,55.81,F12,6,D8,III,No,731.5,735.5,Con ZP,Fresco,378,5,Sin éxito
06/03/2024,27/2/2024,22/2/2024,WILSON K359,MSC-E,5,100,0,1,96,Local,52.14,Sin observaciones,55.81,F12,6,D8,II,No,738,739,Con ZP,Fresco,418,5,Exitosa
07/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D8,II,No,807.1,814.6,Con ZP,Fresco,113,4,Sin éxito
07/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D8,II,No,842.8,892.4,Con ZP,Fresco,612,5,Exitosa
08/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D9,II,Sí,769,769.1,Con ZP,Fresco,420,5,Exitosa
08/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D9,II,No,764.4,835.9,Con ZP,Fresco,434,5,Exitosa
08/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D9,III,Sí,763.8,833.6,Con ZP,Fresco,234,5,Sin éxito
08/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D9,II,No,818.6,821.2,Con ZP,Fresco,286,5,Sin éxito
08/03/2024,28/2/2024,22/2/2024,WILSON K359,MSC-E,6,100,0,1,72,Local,63.2,Sin observaciones,51.16,Global,5,D9,II,No,751.1,783,Con ZP,Fresco,672,5,Exitosa
12/03/2024,5/3/2024,29/2/2024,Katanga K323,MSC-E,5,100,0,1,24,Local,67.65,Sin observaciones,77.11,Global,6,D7,II,No,741.6,770,Con ZP,Fresco,606,4,Sin éxito
12/03/2024,5/3/2024,29/2/2024,Katanga K323,MSC-E,5,100,0,1,24,Local,67.65,Sin observaciones,77.11,Global,6,D7,III,Sí,570.5,690.8,Con ZP,Fresco,002 LV,4,Exitosa
12/03/2024,5/3/2024,29/2/2024,Katanga K323,MSC-E,5,100,0,1,24,Local,67.65,Sin observaciones,77.11,Global,6,D7,III,Sí,548.1,593.9,Con ZP,Fresco,322,5,Sin éxito
12/03/2024,5/3/2024,29/2/2024,Katanga K323,MSC-E,5,100,0,1,24,Local,67.65,Sin observaciones,77.11,Global,6,D7,III,Sí,592.6,604.8,Con ZP,Fresco,191,4,Exitosa
12/03/2024,5/3/2024,29/2/2024,Katanga K323,MSC-E,5,100,0,1,24,Local,67.65,Sin observaciones,77.11,Global,6,D7,III,Sí,690.5,754,Con ZP,Fresco,570,5,Exitosa
13/03/2023,5/3/2024,29/2/2024,Katanga K323,MSC-E,5,100,0,1,24,Local,67.65,Sin observaciones,77.11,F12,6,D8,III,Sí,503.5,533.2,Con ZP,Fresco,543,5,Exitosa
13/03/2023,6/3/2024,29/2/2024,Micky Plaza  K333,MSC-E,6,100,0,3,48,Extranjero,59.64,Sin observaciones,79.07,F12,5,D7,III,Sí,546.4,593.4,Con ZP,Fresco,748,5,Sin éxito
14/03/2024,6/3/2024,29/2/2024,Micky Plaza  K333,MSC-E,6,100,0,3,48,Extranjero,59.64,Sin observaciones,79.07,F12,5,D9,II,Sí,705.2,755.3,Con ZP,Fresco,332,5,Exitosa
14/03/2024,6/3/2024,29/2/2024,Micky Plaza  K333,MSC-E,6,100,0,3,48,Extranjero,59.64,Sin observaciones,79.07,F12,5,D9,III,Sí,605.9,673.2,Con ZP,Fresco,C1,5,Sin éxito
14/03/2024,6/3/2024,29/2/2024,Micky Plaza  K333,MSC-E,6,100,0,3,48,Extranjero,59.64,Sin observaciones,79.07,F12,5,D9,II,No,806,806.6,Con ZP,Fresco,311,5,Exitosa
14/03/2024,6/3/2024,29/2/2024,Micky Plaza  K333,MSC-E,6,100,0,3,48,Extranjero,59.64,Sin observaciones,79.07,F12,5,D9,II,No,715.2,738,Con ZP,Fresco,115,5,Sin éxito
