Fecha Transferencia,Fecha Producción,Fecha Descongelamiento,Línea celular,Tipo celular,Días de cultivo celular,% Confluencia,Cantidad de Pasajes bool,Cantidad de Pasajes numeric,"Tiempo con bajo suero (DMEM 0,5% SFB) en horas",Origen,% Maduración,Calidad,% Clivaje,Medio Placas del día,Día cambio de medio,Día de evolución,Grado embrionario,Fragmentación celular,ø Eje menor,ø Eje mayor,Tipo de ovocito,Tipo embrión,Yegua receptora N°,Días post-ovulación,Preñez
9/11/2023,2/11/2023,26/10/2023,Fina Chelsea K377,MSC-E,7,100,0,1,72,Local,64.42,Sin observaciones,36.84,F12,5,D7,II,No,724.9,761.5,Con ZP,Fresco,694,4,Exitosa
10/11/2023,2/11/2023,26/10/2023,Fina Chelsea K377,MSC-E,7,100,0,1,72,Local,64.42,Sin observaciones,36.84,F12,5,D8,III,Sí,618.6,672.2,Con ZP,Fresco,737,5,Exitosa
10/11/2023,2/11/2023,26/10/2023,Fina Chelsea K377,MSC-E,7,100,0,1,72,Local,64.42,Sin observaciones,36.84,F12,5,D8,II,No,838.3,852,Con ZP,Fresco,644,5,Sin éxito
14/11/2023,7/11/2023,26/10/2023,Fina Roxy K222,MSC-E,12,100,0,4,120,Local,68.6,Sin observaciones,44.63,Global,6,D7,I,No,839.73,842.4,Con ZP,Fresco,347,5,Sin éxito
14/11/2023,7/11/2023,26/10/2023,Fina Roxy K222,MSC-E,12,100,0,4,120,Local,68.6,Sin observaciones,44.63,Global,6,D7,II,Sí,774.6,793.7,Con ZP,Fresco,305,4,Sin éxito
15/11/2023,7/11/2023,26/10/2023,Fina Roxy K222,MSC-E,12,100,0,4,120,Local,68.6,Sin observaciones,44.63,Global,6,D8,II,Sí,798.9,803.9,Con ZP,Fresco,274,5,Sin éxito
15/11/2023,7/11/2023,26/10/2023,Fina Roxy K222,MSC-E,12,100,0,4,120,Local,68.6,Sin observaciones,44.63,Global,6,D8,II,No,880.6,922.7,Con ZP,Fresco,645,5,Sin éxito
15/11/2023,8/11/2023,1/11/2023,Cuartetera K230,MSC-E,7,100,0,1,48,Local,64.31,Feos,63.16,Global,5,D7,III,No,765.8,810,Con ZP,Fresco,359 LV,5,Sin éxito
15/11/2023,8/11/2023,1/11/2023,Cuartetera K230,MSC-E,7,100,0,1,48,Local,64.31,Feos,63.16,Global,5,D7,II,Sí,551.9,554.6,Con ZP,Fresco,1571,5,Sin éxito
15/11/2023,8/11/2023,1/11/2023,Cuartetera K230,MSC-E,7,100,0,1,48,Local,64.31,Feos,63.16,Global,5,D7,II,Sí,670.8,732.2,Con ZP,Fresco,1569,5,Exitosa
15/11/2023,8/11/2023,1/11/2023,Cuartetera K230,MSC-E,7,100,0,1,48,Local,64.31,Feos,63.16,Global,5,D7,II,No,723.3,792.8,Con ZP,Fresco,743,5,Sin éxito
16/11/2023,8/11/2023,1/11/2023,Cuartetera K230,MSC-E,7,100,0,1,48,Local,64.31,Feos,63.16,Global,5,D8,II,No,747.6,770.2,Con ZP,Fresco,528,4,Exitosa
16/11/2023,8/11/2023,1/11/2023,Cuartetera K230,MSC-E,7,100,0,1,48,Local,64.31,Feos,63.16,Global,5,D8,I,No,839.1,845.2,Con ZP,Fresco,568,4,Sin éxito
16/11/2023,9/11/2023,1/11/2023,Marajá K351,MSC-E,8,100,0,1,72,Local,64.46,Sin observaciones,48.7,Global,5,D7,III,Sí,699.9,734.5,Con ZP,Fresco,594,4,Sin éxito
16/11/2023,9/11/2023,1/11/2023,Marajá K351,MSC-E,8,100,0,1,72,Local,64.46,Sin observaciones,48.7,Global,5,D7,III,Sí,631.9,651.9,Con ZP,Fresco,723,4,Sin éxito
16/11/2023,9/11/2023,1/11/2023,Marajá K351,MSC-E,8,100,0,1,72,Local,64.46,Sin observaciones,48.7,Global,5,D7,II,No,797.1,824.3,Con ZP,Fresco,517,4,Sin éxito
16/11/2023,9/11/2023,1/11/2023,Marajá K351,MSC-E,8,100,0,1,72,Local,64.46,Sin observaciones,48.7,Global,5,D7,III,Sí,588.2,641.4,Con ZP,Fresco,206,4,Exitosa
16/11/2023,9/11/2023,1/11/2023,Marajá K351,MSC-E,8,100,0,1,72,Local,64.46,Sin observaciones,48.7,Global,5,D7,III,Sí,570.2,658.6,Con ZP,Fresco,413,4,Sin éxito
21/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D7,II,No,757.2,758.7,Con ZP,Fresco,548,4,Sin éxito
21/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D7,III,No,619.2,641,Con ZP,Fresco,264,4,Exitosa
21/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D7,II,No,700.2,709.2,Con ZP,Fresco,322,5,Sin éxito
21/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D7,II,No,768,784.2,Con ZP,Fresco,146,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,No,773,780.8,Con ZP,Fresco,668,5,Exitosa
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,I,No,878.1,919.8,Con ZP,Fresco,704,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,No,866.2,886.4,Con ZP,Fresco,650,5,Exitosa
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,I,No,859.5,868.7,Con ZP,Fresco,562,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,I,No,860.5,862.3,Con ZP,Fresco,198,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,No,855.2,860.4,Con ZP,Fresco,696,5,Exitosa
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,No,798.9,800.1,Con ZP,Fresco,720,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,No,770.1,793.5,Con ZP,Fresco,082 LV,5,Exitosa
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,No,840,872,Con ZP,Fresco,544,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,Sí,838.6,850,Con ZP,Fresco,263,5,Sin éxito
22/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D7,II,Sí,761.9,826.3,Con ZP,Fresco,596,5,Sin éxito
22/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D8,II,No,860,896.7,Con ZP,Fresco,48,5,Sin éxito
22/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D8,II,No,850.6,876.3,Con ZP,Fresco,433,5,Sin éxito
23/11/2023,14/11/2023,8/11/2023,Show Down K375,MSC-E,6,100,0,1,24,Local,64.19,Sin observaciones,41.74,Global,6,D9,III,Sí,570.4,653.1,Con ZP,Fresco,609,4,Sin éxito
23/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D8,III,Sí,719.4,724.4,Con ZP,Fresco,595,5,Exitosa
23/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D8,II,No,865.6,870.1,Con ZP,Fresco,419,4,Exitosa
23/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D8,II,No,787.3,818.7,Con ZP,Fresco,463,4,Sin éxito
23/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D8,II,No,883.8,891.6,Con ZP,Fresco,564,5,Exitosa
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,No,758.8,761.5,Con ZP,Fresco,721,4,Sin éxito
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,No,807,807.2,Con ZP,Fresco,238,4,Sin éxito
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,Sí,812.4,868.5,Con ZP,Fresco,475,4,Exitosa
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,No,788.3,810.5,Con ZP,Fresco,703,4,Exitosa
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,Sí,708.4,771.3,Con ZP,Fresco,339,4,Exitosa
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,Sí,665.6,723.4,Con ZP,Fresco,386,4,Exitosa
23/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D7,II,No,762.4,770.5,Con ZP,Fresco,3474,4,Exitosa
24/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D9,II,No,810.1,811.4,Con ZP,Fresco,411,5,Sin éxito
24/11/2023,15/11/2023,8/11/2023,Federica K213,MSC-E,7,100,0,1,48,Local,59.18,Feos,58.82,Global,5,D9,III,Sí,837.5,862.7,Con ZP,Fresco,685,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,904.1,907.4,Con ZP,Fresco,1572,5,Exitosa
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,774.8,783.6,Con ZP,Fresco,664,5,Exitosa
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,810.2,821.1,Con ZP,Fresco,500,5,Exitosa
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,Sí,863.3,905.2,Con ZP,Fresco,362,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,850.2,884.5,Con ZP,Fresco,010 LV,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,849,883.5,Con ZP,Fresco,B 2,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,874.5,896.9,Con ZP,Fresco,578,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,855.6,861.9,Con ZP,Fresco,532,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,Sí,773.9,774.6,Con ZP,Fresco,224,5,Exitosa
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,858.1,858.1,Con ZP,Fresco,345,5,Sin éxito
24/11/2023,16/11/2023,9/11/2023,Banelco K373,MSC-E,7,100,0,1,72,Local,59.51,Feos,65.29,Global,5,D8,II,No,832.1,851.4,Con ZP,Fresco,620,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,III,No,644.1,696.6,Con ZP,Fresco,552,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,No,813.2,850.4,Con ZP,Fresco,467,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,No,824.5,827,Con ZP,Fresco,699,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,No,789.6,793,Con ZP,Fresco,495,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,Sí,769.2,769.6,Con ZP,Fresco,622,5,Exitosa
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,No,824,848,Con ZP,Fresco,354,5,Exitosa
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,III,No,774,812.2,Con ZP,Fresco,332,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,No,794.3,812.3,Con ZP,Fresco,709,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,III,Sí,731.9,750.3,Con ZP,Fresco,747,5,Sin éxito
29/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D7,II,Sí,697.6,721,Con ZP,Fresco,672,5,Sin éxito
30/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D8,I,No,950.9,977.6,Con ZP,Fresco,573,4,Sin éxito
30/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D8,II,No,833.1,838.6,Con ZP,Fresco,405,4,Sin éxito
30/11/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D8,II,No,825.1,838,Con ZP,Fresco,271,4,Exitosa
1/12/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D9,II,No,848.5,864.5,Con ZP,Fresco,142,5,Sin éxito
1/12/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D9,III,Sí,566.3,714.5,Con ZP,Fresco,581,5,Sin éxito
1/12/2023,22/11/2023,15/11/2023,Royal Power K352,MSC-E,7,100,0,1,48,Local,64.19,Sin observaciones,67.61,Global,6,D9,III,Sí,799,820.3,Con ZP,Fresco,75,5,Sin éxito
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,III,Sí,729.2,763.8,Con ZP,Fresco,657,5,Sin éxito
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,II,Sí,826.1,860.1,Con ZP,Fresco,479,4,Sin éxito
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,II,Sí,753,765.1,Con ZP,Fresco,183,5,Sin éxito
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,II,No,810.4,820,Con ZP,Fresco,557,5,Exitosa
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,II,No,777,750.9,Con ZP,Fresco,351,5,Sin éxito
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,III,Sí,639.7,662.7,Con ZP,Fresco,542,5,Sin éxito
5/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D7,II,Sí,594.1,636.4,Con ZP,Fresco,752,5,Exitosa
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,I,No,796.7,825,Con ZP,Fresco,309,5,Sin éxito
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,I,No,856.9,866.8,Con ZP,Fresco,369,5,Exitosa
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,I,No,884,884.2,Con ZP,Fresco,273,5,Sin éxito
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,I,No,820.7,825,Con ZP,Fresco,274,5,Exitosa
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,II,No,795.6,826.1,Con ZP,Fresco,C 73,5,Exitosa
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,II,No,,,Con ZP,Fresco,387,5,Sin éxito
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,II,No,833.6,881.7,Con ZP,Fresco,638,5,Sin éxito
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,II,No,859,861.5,Con ZP,Fresco,301,5,Sin éxito
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,II,No,834,864,Con ZP,Fresco,385,5,Sin éxito
6/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D7,II,No,806.1,822.2,Con ZP,Fresco,501,5,Exitosa
7/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D9,I,No,884.1,904.5,Con ZP,Fresco,389,4,Exitosa
7/12/2023,28/11/2023,22/11/2023,Joly Coeur K411,FB-E,6,100,1,1,24,Extranjero,61.32,Sin observaciones,44.44,F12,6,D9,I,No,834.7,851.9,Con ZP,Fresco,568,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,I,No,908.8,916.3,Con ZP,Fresco,636,4,Exitosa
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,III,Sí,628.5,675.2,Con ZP,Fresco,572,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,II,No,796.4,818,Con ZP,Fresco,487,4,Exitosa
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,II,No,815.2,921.8,Con ZP,Fresco,606,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,II,No,879.1,895,Con ZP,Fresco,492,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,II,No,,,Con ZP,Fresco,432,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,II,No,821.5,836.6,Con ZP,Fresco,396,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,II,No,780.3,823.6,Con ZP,Fresco,128,4,Sin éxito
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,III,Sí,662.1,716.3,Con ZP,Fresco,521,4,Exitosa
7/12/2023,29/11/2023,23/11/2023,Jive K293,MSC-E,6,100,0,1,48,Local,62.48,Sin observaciones,53.33,F12,5,D8,I,No,868,897.3,Con ZP,Fresco,612,4,Sin éxito
7/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D7,I,No,833.3,839.8,Con ZP,Fresco,446,4,Exitosa
7/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D7,II,Sí,837.4,845.6,Con ZP,Fresco,382,4,Exitosa
7/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D7,II,No,780.6,799.6,Con ZP,Fresco,68,4,Exitosa
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,III,No,,,Con ZP,Fresco,498,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,III,No,,,Con ZP,Fresco,383,5,Exitosa
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,III,Sí,,,Con ZP,Fresco,741,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,717,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,1576,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,639,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,314,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,418,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,360,5,Exitosa
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,I,No,,,Con ZP,Fresco,698,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,I,No,,,Con ZP,Fresco,297,5,Sin éxito
8/12/2023,30/11/2023,23/11/2023,Zippy K207,MSC-E,7,100,0,1,72,Local,58.27,Sin observaciones,37.21,F12,6,D8,II,No,,,Con ZP,Fresco,189,5,Sin éxito
12/12/2023,5/12/2023,30/11/2023,Salpicada K348,FB-E,5,100,0,3,24,Extranjero,32.93,Sin observaciones,32.81,F12,6,D7,II,No,734.6,822.9,Con ZP,Fresco,594,5,Sin éxito
12/12/2023,5/12/2023,30/11/2023,Salpicada K348,FB-E,5,100,0,3,24,Extranjero,32.93,Sin observaciones,32.81,F12,6,D7,II,No,186.4,794,Con ZP,Fresco,169 LV,4,Exitosa
13/12/2023,5/12/2023,30/11/2023,Salpicada K348,FB-E,5,100,0,3,24,Extranjero,32.93,Sin observaciones,32.81,F12,6,D8,II,No,767.6,778.1,Con ZP,Fresco,700,5,Sin éxito
13/12/2023,6/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,6,100,0,5,24,Local,39.61,Sin observaciones,29.03,F12,5,D7,II,Sí,685.3,714.6,Con ZP,Fresco,57,5,Exitosa
14/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D7,II,No,806,812,Con ZP,Fresco,357,4,Sin éxito
14/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D7,II,No,864,957.2,Con ZP,Fresco,515,4,Exitosa
14/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D7,II,No,786.6,798.2,Con ZP,Fresco,125,4,Sin éxito
14/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D7,II,No,728,728.1,Con ZP,Fresco,45,4,Exitosa
14/12/2023,7/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,7,100,0,5,48,Local,34.62,Sin observaciones,33.33,F12,5,D7,II,No,721.8,728.1,Con ZP,Fresco,388,4,Sin éxito
14/12/2023,6/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,6,100,0,5,24,Local,39.61,Sin observaciones,29.03,F12,5,D8,II,Sí,803.1,810.5,Con ZP,Fresco,517,4,Sin éxito
14/12/2023,6/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,6,100,0,5,24,Local,39.61,Sin observaciones,29.03,F12,5,D8,III,Sí,687.3,742.4,Con ZP,Fresco,541,4,Exitosa
15/12/2023,6/12/2023,30/11/2023,Polo Pureza Edit K119,MSC-E,6,100,0,5,24,Local,39.61,Sin observaciones,29.03,F12,5,D9,III,Sí,769.9,789,Con ZP,Fresco,404,5,Sin éxito
